feed_url	site_name	lang	feed_kind	title	item_url	published
	SERMON	KO	YOUTUBE	출애굽기 26장 15절-37절	https://www.youtube.com/watch?v=LHBBR8fO_II	
	SERMON	KO	YOUTUBE	출애굽기 26:15~30 “서로 연결하게... 성막 널판을 다 그와 같이 하라”]	https://www.youtube.com/watch?v=KFyJ7FbfipQ	
	SERMON	KO	YOUTUBE	출애굽기 26장1-14 성막덮개구조와의미	https://www.youtube.com/watch?v=1WWko7j0pDY	
	SERMON	KO	YOUTUBE	출애굽기 26장 "성막의 의미"	https://www.youtube.com/watch?v=XaOxX6tvYhg	
	SERMON	KO	YOUTUBE	출애굽기 26장 "성막"	https://www.youtube.com/watch?v=Ct-y2iTS85w	
	SERMON	KO	YOUTUBE	출애굽기 25:23-40	https://www.youtube.com/watch?v=42fP4AHog5Q	
	SERMON	KO	YOUTUBE	출애굽기 25:23-40	https://www.youtube.com/watch?v=2g9rUbS1Vt8	
	SERMON	KO	YOUTUBE	출애굽기 25장 23~40절 왕이신 하나님의 임재 앞에서 사는 삶	https://www.youtube.com/watch?v=crr5EEe8qJ0	
	SERMON	KO	YOUTUBE	출애굽기 25장23-40 성막의떡상과 등잔대 설계	https://www.youtube.com/watch?v=fQnIb0wM4v4	
	SERMON	KO	YOUTUBE	출애굽기 25장 23절-40절, 빛이신 주님의 앞에서	https://www.youtube.com/watch?v=_os7Sh8wk-w	
	SERMON	KO	YOUTUBE	출애굽기 25장 23~40절	https://www.youtube.com/watch?v=qYP_PIaQC6I	
	SERMON	KO	YOUTUBE	출애굽기 25장| 내가 네게 보이는 대로	https://www.youtube.com/watch?v=LniBoMODomg	
	SERMON	KO	YOUTUBE	출애굽기 25장 10-40절| 왜 그리고 어떻게 예배하고 기도할까요?	https://www.youtube.com/watch?v=xNbUAY1Ltuw	
	SERMON	KO	YOUTUBE	출애굽기 25:10~22 언약궤	https://www.youtube.com/watch?v=Zs7bab9ixOA	
	SERMON	KO	YOUTUBE	출애굽기 25장 "헌금봉투 안에는 기쁜 마음이 담겨 있어야 한다"	https://www.youtube.com/watch?v=hlg5TWSdqW8	
	SERMON	KO	YOUTUBE	출애굽기 25:1~9 기쁜 마음으로 바치는 예물	https://www.youtube.com/watch?v=5Aw4Wyq0cBE	
	SERMON	KO	YOUTUBE	출애굽기 24장 12 18절 하나님의 영광속으로	https://www.youtube.com/watch?v=Qd5fghwLrAg	
	SERMON	KO	YOUTUBE	출애굽기 24장 "내게도 그 피가 뿌려졌다!"	https://www.youtube.com/watch?v=v8tfw5sJ91s	
	SERMON	KO	YOUTUBE	출애굽기 24장 12~18절 하나님과의 동행 조건, 언약 준수와 거룩함	https://www.youtube.com/watch?v=WsMiezNfuhg	
	SERMON	KO	YOUTUBE	출애굽기 24.-31장 하나님의 무리한 요구의 진실 성막 설계도	https://www.youtube.com/watch?v=QcS1Dm_vdU0	
	SERMON	KO	YOUTUBE	출애굽기 24장 1~11절 언약 체결을 통해 누리는 영광의 교제	https://www.youtube.com/watch?v=ymynezzLf5s	
	SERMON	KO	YOUTUBE	출애굽기 24:1~18 언약의 피	https://www.youtube.com/watch?v=LimNgNawKCQ	
	SERMON	KO	YOUTUBE	출애굽기 23장 20 26절 하나님을 내 편으로 삼으라!	https://www.youtube.com/watch?v=T2ZWPD7HTIs	
	SERMON	KO	YOUTUBE	출애굽기 23장 20~21절  내가 사자를 보내어,,,	https://www.youtube.com/watch?v=a48uKrln0DU	
